Clary,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
14,,,So,if,the,vaccines,don,t,stop,you,from,getting,the,AND,don,t,stop,you,from,spreading,the,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
15,,,Why,it,called,encephalitis,that,racist,,,,,,,,,,,,,,,,,
Abreen,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Clary,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Lei,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
16,,,Where,is,the,Part,you,know,where,bio,attacked,everyone,yourselves,,,,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
17,,,Riech,posts,like,an,enemy,of,the,US,which,is,technically,bankrupt,due,to,the,stimulus,cheques,and,other,,,,
Abreen,offensive ,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
Clary,offensive ,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Lei,hatespeech,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
18,,,Why,it,called,encephalitis,that,racist,,,,,,,,,,,,,,,,,
Abreen,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Clary,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Lei,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
19,,,When,declared,an,emergency,due,to,the,turned,power,over,to,in,retu,,,,,,,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
20,,,must,pay,for,releasing,the,virus,on,the,world,,,,,,,,,,,,,,
Abreen,hatespeech,Asian,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,
Clary,hatespeech,Asian,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,
Lei,hatespeech,Asian,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,
21,,,Why,it,called,encephalitis,that,racist,,,,,,,,,,,,,,,,,
Abreen,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Clary,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Lei,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
22,,,Why,it,called,encephalitis,that,racist,,,,,,,,,,,,,,,,,
Abreen,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Clary,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Lei,offensive ,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
23,,,No,thanks,Lied,Died,,,,,,,,,,,,,,,,,,,
Abreen,hatespeech ,,0,0,1,1,,,,,,,,,,,,,,,,,,,
Clary,hatespeech ,,0,0,1,1,,,,,,,,,,,,,,,,,,,
Lei,hatespeech ,,0,0,1,1,,,,,,,,,,,,,,,,,,,
24,,,No,caused,inflation,Trump,inherited,the,that,may,have,been,hatched,by,Tony,Youknowwho,,,,,,,,,
Abreen,offensive ,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lei,hatespeech,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
25,,,This,is,old,new,but,still,very,relevant,this,is,f,up,6,weeks,before,before,showed,up,,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lei,hatespeech,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,
26,,,Lunacy,another,push,to,sell,and,unload,the,170,million,plus,doses,of,a,vaccine,er,shot,that,does,not,stop,any,vi
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lei,hatespeech,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,,,Boomers,and,the,Silent,Generation,still,hold,prime,positions,of,power,including,the,presidency,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
28,,,in,a,day,,,,,,,,,,,,,,,,,,,,
Abreen,normal,,0,0,0,,,,,,,,,,,,,,,,,,,,
Clary,normal,,0,0,0,,,,,,,,,,,,,,,,,,,,
Lei,normal,,0,0,0,,,,,,,,,,,,,,,,,,,,
29,,,3rd,contraction,of,the,coming,in,3,2,1,,,,,,,,,,,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
30,,,3rd,contraction,of,the,coming,in,3,2,1,,,,,,,,,,,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
31,,,warning,against,contact,with,animals,,,,,,,,,,,,,,,,,,
Abreen,normal ,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Clary,normal ,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Lei,normal ,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
32,,,What,good,is,a,revolution,if,it,isn,permanent,,,,,,,,,,,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
33,,,I,have,several,family,members,and,many,friends,who,got,vaxxed,and,continue,to,get,the,,,,,,,
Abreen,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Clary,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Lei,normal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
34,,,when,it,s,mass,murdering,you,call,it,what,it,is,,,,,,,,,,,,
Abreen,offensive ,,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
Clary,offensive ,,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
Lei,offensive ,,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
35,,,More,Republicans,died,because,they,followed,Trump,s,lie,about,the,and,didn,t,get,,,,,,,,
Abreen,hatespeech,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,
Clary,hatespeech,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,
Lei,hatespeech,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,
36,,,Who,would,want,to,go,to,cannot,be,trusted,,,,,,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
37,,,Impact,on,farmers,should,buy,it,through,MARKFED,for,support,price,,,,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
38,,,Trump,Won,,,,,,,,,,,,,,,,,,,,,
Abreen,normal,,0,0,,,,,,,,,,,,,,,,,,,,,
Clary,normal,,0,0,,,,,,,,,,,,,,,,,,,,,
Lei,normal,,0,0,,,,,,,,,,,,,,,,,,,,,
39,,,is,the,first,to,find,this,new,strain,Sounds,like,didnt,do,wha,,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
40,,,This,Covid,variant,is,killing,my,sinuses,Smell,is,now,gone,as,well,,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Clary,offensive,,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
42,,,needs,to,come,back,some,of,the,story,line,is,now,about,story,line,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
43,,,I,m,not,eating,tainted,vaccinated,meat,,,,,,,,,,,,,,,,
Abreen,hatespeech ,,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
Clary,hatespeech ,,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
Lei,hatespeech ,,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
44,,,We,students,of,had,to,go,through,all,the,semester,and,also,do,our,mini,and,main,project,in,the,pandemic,time,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clary,hatespeech ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,,,warning,against,contact,with,animals,,,,,,,,,,,,,,,,,,
Abreen,normal ,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Clary,hatespeech ,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Lei,normal ,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
46,,,Covid,was,released,from,a,lab,in,China,,,,,,,,,,,,,,,
Abreen,hatespeech ,Asian,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,
Clary,hatespeech ,Asian,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,
Lei,hatespeech ,Asian,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
47,,,LOOOOL,a,suit,from,a,big,Cubano,clearly,the,silk,markets,in,China,now,closed,due,to,the,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
48,,,LOOOOL,a,suit,from,a,big,Cubano,clearly,the,silk,markets,in,China,now,closed,due,to,the,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
49,,,It,was,happening,before,the,so,we,can,t,blame,it,all,on,that,,,,,,,,,
Abreen,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Clary,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Lei,normal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
50,,,Just,the,shot,,,,,,,,,,,,,,,,,,,,
Abreen,normal,,0,0,0,,,,,,,,,,,,,,,,,,,,
Clary,normal,,0,0,0,,,,,,,,,,,,,,,,,,,,
Lei,normal,,0,0,0,,,,,,,,,,,,,,,,,,,,
